"group","avocadoToast","healthcare","studentLoans","housing","vacations"
"millenial",-0.756401748412043,-1.47334765625069,0.646754132618776,2.12471634983678,-0.646533645605393
"millenial",-0.0895632393459185,-0.556071481443115,0.985583178374789,0.173659240332498,0.87769224125984
"millenial",0.459634759140811,-1.26655553496502,-0.0247292210895975,0.744922700479991,-0.300318056655609
"millenial",-0.945870237460978,-1.07421203917552,1.74414331245196,0.93208957455168,0.560405274482925
"millenial",0.396871183613692,-1.52193158451023,0.018114212536051,1.17103610934508,0.223192100914802
"millenial",0.231848100036161,0.694097389482901,0.21956638281176,0.344209606522891,-0.0480151491818185
"millenial",0.286929669719457,-1.45237917289238,-0.288858076444939,0.845058005271554,-1.0385714521125
"millenial",1.31416443831715,-0.813982613337476,0.492582112895679,0.820280380129484,0.0211608865844516
"millenial",-1.01233967481516,-0.859335423908014,1.18506671199018,0.683745273062954,-0.126959009504692
"millenial",1.46434433715226,-1.30059015339627,1.32494370322448,-0.158978461146013,0.871417577622861
"millenial",-0.540083356419357,-0.784011644054041,0.992222097388285,0.672494879453556,-0.988745989219665
"millenial",-0.511769338081622,-0.554797305992669,1.43890357549451,0.540976202330621,-0.632584487117018
"millenial",0.453522461899794,-1.91601967775075,1.40879543197384,-0.0607961680630992,-0.198720442967582
"millenial",0.353301926868339,-1.31162754131487,-0.0958959061303525,0.47756853014935,1.40299302960503
"millenial",-0.104635874555346,-0.977602477686149,0.474816505899507,0.978705349764416,0.205677801526257
"millenial",-0.747519883297921,-0.931844751645133,0.696124019872602,-0.0291963135709611,0.0322077139588039
"millenial",-0.443915087191635,-1.13147658821964,1.46238557884849,1.63236963090849,0.530849674700643
"millenial",1.42145448463144,-0.66615217184294,0.314087478700748,2.14352614867487,1.03582381943018
"millenial",0.400884502862689,-0.885943480348256,1.04439597026989,0.144696478987351,0.548482277735102
"millenial",-0.00110650073544179,-1.0548562094313,0.540579294256336,0.587230621385558,-1.30429700659827
"millenial",-1.45823914543155,-0.859155258679221,0.731134234646073,0.748287195023139,0.972884046239417
"millenial",-0.280756001422568,0.0626982014161025,1.12582725434074,1.41444725927812,0.462543925817502
"millenial",1.35800111165972,-1.34100891182947,1.19154235908364,0.0734036633564281,0.815075233774856
"millenial",1.21002258647746,-1.03135611226653,1.80982152307454,1.20050524045453,-1.30525514692908
"millenial",0.130037933810944,-0.827549366496777,0.82389261667116,0.278531887997376,-0.321242288560649
"millenial",-0.930579561300133,-1.40644307375694,0.607348969364976,0.400874192778368,1.02509782148716
"millenial",1.09900790598364,-1.77723043201963,-0.495581527037001,1.30013311268139,-0.154822836834485
"millenial",0.926761977316393,-0.65975638579752,0.9104721936419,1.75938450476362,-0.308833972557347
"millenial",0.93551522448988,-1.31989324620704,0.826097557029792,1.33233082952208,0.335051159078296
"millenial",-0.148938373912627,-0.591727624197493,-0.20047921016543,1.48380757134698,1.49186219350138
"millenial",0.904647518853855,-0.211773514874624,0.84347795913373,-0.0459657144427052,-0.810669605679269
"millenial",1.49720699112464,-0.813866506088487,0.704088999166839,0.0875716235437498,0.0196589464486921
"millenial",0.239944974081294,-0.132333295799989,0.95854469351343,1.10635290845513,-0.0913160148657887
"millenial",-0.773685511900786,-0.776014222605475,1.19986015182156,1.17153773948283,-0.145098506298687
"millenial",0.992554549540146,-1.16112729485013,0.774529776287787,0.930562313553885,-0.783668766350422
"millenial",0.98532803287657,-0.97374517468103,1.85932011167674,0.314083788561746,-1.13047639824494
"millenial",-0.107431803728243,0.22648928005391,1.07291219816193,1.43923680602633,-1.27213782476621
"millenial",1.8942043035127,-0.416200028524641,1.24016738821564,1.5603269639304,-0.379152690797205
